Title,Author,Quantity,Price,Location,Isbn,EditionYear,Publisher,Edition,Cover,Subject,Pages,Language,Display
Save Karyn,Karyn Bosnak,1,350,R19,60558199,9/2/2003,William Morrow Paperbacks,General,Soft Cover,Biography & Autobiography,464,English,General
A good house,Bonnie Burnard,1,450,R19,000648526x,1999,HarperFlamingo Canada,General,Soft Cover,Fiction,283,English,General
Season of Ghosts,Ruskin Bond,1,495,R19,140287841,6/1/2000,Penguin Books India,General,Soft Cover,"Children's stories, Indic (English)",224,English,General
Picturing Will,Ann Beattie,1,320,R19,679731946,1991-01,Vintage,General,Soft Cover,Fiction,230,English,General
Cuban Heels,"Barr, Emily",1,395,R19,755301927,Paperback; 2004-03-15,Headline Book Publishing,General,Soft Cover,Fiction,320,English,General
"River, cross my heart","Clarke, Breena",1,350,R19,9.78032E+12,(pbk.),"Boston : Little, Brown, c1999.",General,Soft Cover,Fiction,245,English,General
The Blue Afternoon,William Boyd,1,395,R19,067977260x,1/1/1997,Vintage,General,Soft Cover,Fiction,384,English,General
The Uncommon Reader,Alan Bennett,1,395,R19,9.78185E+12,2008,Faber/Profile,General,Soft Cover,Books and reading,121,English,General
The Book of Illusions,Paul Auster,1,495,R19,312990960,2003,Macmillan,General,Soft Cover,Fiction,278,English,General
The Heart of a Woman,Maya Angelou,1,695,R19,553380095,1997,Bantam,General,Soft Cover,Biography & Autobiography,324,English,General
Samsara,David Abramczyk,1,595,R19,9.78994E+12,2012,,General,Soft Cover,Tibet Region,434,English,General
The Immortals of Meluha,"Tripathi, Amish",1,495,R19,9.78938E+12,,,General,Soft Cover,Fiction,,English,General
Secret of the Nagas,"Tripathi, Amish",1,495,R19,9.78938E+12,2011,Westland,General,Soft Cover,Fiction,396,English,General
The New York trilogy,"Auster, Paul",1,595,R19,571152236,,"London : Faber & Faber, 1992.",General,Soft Cover,Fiction,314,English,General
Oracle Night,Paul Auster,1,495,R19,312423667,11/1/2004,Macmillan,General,Soft Cover,Fiction,256,English,General
Timbuktu,Paul Auster,1,495,R19,571203291,,,General,Soft Cover,Fiction,,English,General
The doctor's wife,"Ariyoshi, Sawako",1,250,R19,4770009534,(Japan),"Tokyo ; Kodansha International, 1981.",General,Soft Cover,Fiction,174,English,General
Pleasant vices,"Astley, Judy",1,295,R19,552995657,(pbk) :?5.99 : Formerly CIP,"London : Black Swan, 1995.",General,Soft Cover,Fiction,286,English,General
Cavedweller,Dorothy Allison,1,450,R19,965038724,,,General,Soft Cover,Fiction,,English,General
The Time of My Life,Cecelia Ahern,2,395,R19,9.78001E+12,2012,Harper Collins publishers,General,Soft Cover,Change (Psychology),492,English,General
The Book of Tomorrow,Cecelia Ahern,1,495,R19,9.78001E+12,2010,HarperCollins UK,General,Soft Cover,Children of the rich,420,English,General
If You Could See Me Now,Cecelia Ahern,1,395,R19,7198892,2006,HarperCollins UK,General,Soft Cover,English fiction,409,English,General
The Gift,Cecelia Ahern,1,495,R19,9.78001E+12,2009,HarperCollins UK,General,Soft Cover,Christmas stories,305,English,General
Cast the First Stone,"Adams, Jane",1,250,R19,330349198,Paperback; 1997-04-04,Pan Books,General,Soft Cover,Fiction,296,English,General
Once in a House on Fire,Andrea Ashworth,1,395,R19,330491881,2002,Picador thirty,General,Soft Cover,Adult child abuse victims,330,English,General
Brick Lane,Monica Ali,1,450,R19,552771155,2004,Random House,General,Soft Cover,Bangladesh,491,English,General
Are you?,steve anderson,1,795,R19,9.78938E+12,,CinnamonTeal Publishing,General,Soft Cover,Fiction,,English,General
Rasputin's Daughter,Robert Alexander,1,395,R19,9.78014E+12,2006,Penguin,General,Soft Cover,Fiction,304,English,General
In the Kitchen,"Ali, Monica",1,395,R19,9.78055E+12,Paperback; 2010-05-01,Black Swan,General,Soft Cover,Fiction,552,English,General
A Little Trip,steve anderson,5,240,R19,9.78939E+12,2016,CinnamonTeal Publishing,General,Soft Cover,Fiction,171,English,General
The book of Tomorrow,Cecelia Ahern,1,395,R19,9.78001E+12,,,General,Soft Cover,Fiction,,English,General
PS I LOVE YOU,Cecelia Ahern,1,495,R19,9.78001E+12,Paperback; 2011-02-01,HARPER COLLINS INDIA,General,Soft Cover,Fiction,,English,General
Where Rainbows End,Cecelia Ahern,1,395,R19,7165013,2005,HarperCollins UK,General,Soft Cover,Friendship,584,English,General
The fourth estate : [a novel],Jeffrey Archer,1,350,R19,000649904x,1996,,General,Soft Cover,Fiction,,English,General
As the Crow Flies,Jeffrey Archer,1,395,R19,340558768,1992,,General,Soft Cover,English fiction,736,English,General
The Prodigal Daughter,Jeffrey Archer,1,395,R19,330419021,2003,Pan Macmillan,General,Soft Cover,Detective and mystery stories,464,English,General
First Among Equals,"Archer, Jeffrey",1,395,R19,330418998,Paperback; 2003-07-04,Pan Books,General,Soft Cover,Fiction,480,English,General
Sons of Fortune,Jeffrey Archer,1,350,R19,9.78033E+12,2003-01,Macmillan,General,Soft Cover,Fiction,528,English,General
Prisoner of Birth,Jeffery Archer,1,350,R19,9.78033E+12,Paperback; 2008-09-05,Macmillan,General,Soft Cover,Fiction,,English,General
Honour among thieves,Jeffrey Archer,1,250,R19,6476066,1994,HarperCollins Publishers,General,Soft Cover,Fiction,478,English,General
The Prodigal Daughter,Jeffrey Archer,1,295,R19,671642766,1/2/1987,Pocket,General,Soft Cover,Fiction,,English,General
The Valley of Horses,Jean M. Auel,1,495,R19,553250531,1982,Bantam,General,Soft Cover,Fiction,544,English,General
The Clan of the Cave Bear,Jean M. Auel,1,495,R19,340268832,1980,,General,Soft Cover,Ayla (Fictitious character),587,English,General
False Impression,Jeffrey Archer,1,395,R19,330418823,2006,Pan Macmillan,General,Soft Cover,Fiction,450,English,General
Shall We Tell the President?,Jeffrey Archer,1,225,R19,449203204,2/12/1983,Fawcett,General,Soft Cover,Presidents,286,English,General
First among equals,"Archer, Jeffrey",1,295,R19,340363703,,"London : Coronet Books, 1985, c1984.",General,Soft Cover,Fiction,466,English,General
Honor Among Thieves,Jeffrey Archer,1,295,R19,61092045,7/1/1994,HarperTorch,General,Soft Cover,Fiction,480,English,General
To Cut a Long Story Short,"Archer, Jeffrey",1,395,R19,6514871,Paperback; 2000-11,HarperCollins,General,Soft Cover,Fiction,,English,General
The Prodigal Daughter,"Archer, Jeffrey",1,300,R19,340329629,Paperback; 1983-06-01,Hodder & Stoughton Publishers,General,Soft Cover,Fiction,480,English,General
Cat O'nine Tales and Other Stories,Jeffrey Archer,1,395,R19,330449621,2010,,General,Soft Cover,Detective and mystery stories,,English,General
The Hiding Place,Trezza Azzopardi,1,295,R19,330480413,2001,Pan Macmillan,General,Soft Cover,Cardiff (Wales),282,English,General
Vinegar Hill,A. Manette Ansay,2,350,R19,380730138,2001,Harper Perennial,General,Soft Cover,Fiction,256,English,General
Once in a house on fire,"Ashworth, Andrea",1,395,R19,330351923,(pbk),"London : Picador, 1998.",General,Soft Cover,Fiction,330,English,General
The Russian Girl,Kingsley Amis,1,350,R19,140251723,1995,Penguin Group USA,General,Soft Cover,Fiction,296,English,General
The King's English,Kingsley Amis,1,495,R19,6387462,1998,,General,Soft Cover,English language,270,English,General
Season of the rainbirds,NADEEM ASLAM,1,495,R19,349105332,(pbk) :??5.99 : Formerly CIP,"London : Abacus, 1994.",General,Soft Cover,Fiction,194,English,General
Between the Assassinations,Aravind Adiga,1,395,R19,9.78033E+12,Paperback; 2008-01-01,Picador India,General,Soft Cover,Fiction,,English,General
The White Tiger Pb English,Aravind Adiga,1,595,R19,9.78817E+12,5/24/2010,,General,Soft Cover,Fiction,328,English,General
The Land of Painted Caves,Jean M. Auel,1,565,R19,9.78034E+12,3/1/2012,Hodder & Stoughton,General,Soft Cover,Ayla (Fictitious character),800,English,General
When Will There Be Good News?,Kate Atkinson,1,495,R19,9.78055E+12,1/1/2009,Transworld Pub,General,Soft Cover,Fiction,479,English,General
Daughter of Fortune,"Allende, Isabel",1,350,R19,6552315,Paperback; 2000,"HarperCollins Publishers Canada, Limited",General,Soft Cover,Fiction,416,English,General
The House of the Spirits,Isabel Allende,1,395,R19,553273914,1986,Bantam,General,Soft Cover,Fiction,433,English,General
Paula,"Isabel Allende,Margaret Sayers Peden",1,395,R19,60927216,3/15/1996,Harper Collins,General,Soft Cover,Biography & Autobiography,336,English,General
The bride stripped bare,Anonymous,1,495,R19,9.78001E+12,1/1/2003,,General,Soft Cover,Fiction,376,English,General
Primary Colors,"Anonymous,Joe Klein",1,250,R19,446604275,1996,Grand Central Pub,General,Soft Cover,Fiction,507,English,General
Anthills of the Savannah,Chinua Achebe,1,595,R19,385260458,1988,Anchor,General,Soft Cover,Fiction,216,English,General
Arrow of God,"Achebe, Chinua",1,595,R19,9.78039E+12,,"New York : Anchor Books, [1989], c1974.",General,Soft Cover,Fiction,230,English,General
The Time Keeper,Mitch Albom,1,495,R19,9.78075E+12,5/1/2013,Sphere,General,Soft Cover,Fiction,236,English,General
Ashes and diamonds,"Andrzejewski, Jerzy",1,250,R19,140052771,,"Harmondsworth, Eng. ; Penguin Books, 1980.",General,Soft Cover,Fiction,238,English,General
No Longer at Ease,Chinua Achebe,1,395,R19,9.78014E+12,1/1/2010,Penguin Modern Classics,General,Soft Cover,City and town life,135,English,General
Side Effects,Woody Allen,1,295,R19,9.78035E+12,1986,Ballantine Books,General,Soft Cover,Fiction,213,English,General
Caravan to Tibet,"Deepa Agarwal,Manobhiram Chakravarti",1,395,R19,143330128,2007,Penguin Global,General,Soft Cover,Juvenile Fiction,171,English,General
Silk and Steel,Stephen Alter,1,395,R19,140057994,1983,,General,Soft Cover,American fiction,327,English,General
Hawksmoor,Peter Ackroyd,1,395,R19,140171134,1993,,General,Soft Cover,Architects,217,English,General
Home,Harlan Coben,1,595,R9,9.78178E+12,9/8/2016,Random House,General,Soft Cover,Thriller,400,English,General
Points of View,W. Somerset Maugham,1,9995,,,1958,Heinemann,Rare,Hard Cover,Essays,,English,General
Nineteen Eighty-four,George Orwell,1,12500,,043635019x,1984,,General,Hard Cover,Fiction,267,English,General
The Fall,Albert Camus,1,10000,R15,,1957,hamish Hamilton,Rare,Hard Cover,Fiction,,English,Top 
the art of seeing,Aldous Huxley,1,5000,,,1943,chattos & windus,Rare,Hard Cover,Non fiction,,English,General
I Am that,"Sri Nisargadatta Maharaj,Sudhakar S. Dikshit",1,640,,9.78819E+12,1999,Chetana Private Limited,General,Soft Cover,Philosophy,531,English,Top 
Three Gothic Novels,Peter Fairclough,1,795,,140430369,1968,Penguin Classics,General,Soft Cover,Fiction,505,English,General
Man's Estate (translation of La Conditione Humaine).,Andre Malreaux,1,995,,014001523x,1961,,General,Soft Cover,French fiction,319,English,General
Antimemoirs,"Malraux, André",1,995,,140030700,;,Harmondsworth [Eng.]; Penguin,General,Soft Cover,Autobiography,490,English,General
Faust part one and two,Johann Goethe,1,1295,,140440933,1959,Penguin,General,Soft Cover,Drama,288,English,General
Poems from the Sanskrit,"Brough, John",1,995,,140441980,,Harmondsworth Penguin 1977,General,Soft Cover,poetry,151,English,General
Theseus and Oedipus,"André Gide,Andrew Brown",1,250,,1843910276,11/7/2002,,General,Soft Cover,Drama,101,English,General
Faust,Johann Wolfgang von Goethe,1,495,,140440127,1949,Penguin,General,Soft Cover,Fiction,197,English,General
Letter to Maarten Van Dorp,"Desiderius Erasmus,Betty Radice",1,595,,140446087,1993,Penguin UK,General,Soft Cover,Fiction,188,English,General
Essential Sufism,"James Fadiman,Robert Frager",1,1695,R15,785809066,1/1/1998,Book Sales,General,Soft Cover,Religion,265,English,General
Tales from the Thousand and One Nights,N.J. Dawood,1,695,,140442898,5/31/1973,Penguin Classics,General,Soft Cover,Fiction,406,English,General
Dracula,Bram Stoker,1,395,,014062063x,1994,,General,Soft Cover,"Dracula, Count (Fictitious character)",447,English,General
"The Arabian Nights: Tales of 1,001 Nights","Ursula Lyons,Robert Irwin",1,995,,9.78014E+12,2/4/2010,Penguin UK,General,Soft Cover,Fiction,982,English,General
The Works of W. B. Yeats,William Butler Yeats,1,495,,1853264032,1994,Wordsworth Editions Limited,General,Soft Cover,Literary Criticism,325,English,General
The Satyricon,Petronius Arbiter,1,495,,140444890,1986,Penguin Classics,General,Soft Cover,Fiction,242,English,General
The odes of Pindar,"Bowra, C. M.",1,595,,014044209x,,"Harmondsworth : Penguin, 1969.",General,Soft Cover,poetry,256,English,General
Birbal The Clever Courtier,Anupa Lal,1,295,,817655815x,,Scholastic India,General,Soft Cover,Fiction,,English,General
For You,Ian McEwan,1,395,,9.7801E+12,2008,Random House,General,Soft Cover,Composers,68,English,General
"Poems / Milton, John","Milton, John",1,795,RR15,046001384x,1973,"London : Dent, .",General,Soft Cover,poetry,501,English,General
Cheri The last of Cheri,"Senhouse, Roger",1,495,,140010203,(pbk) :?0.35,"Harmondsworth : Penguin, 1973.",General,Soft Cover,Fiction,247,English,General
Collected Short Stories,William Somerset Maugham,1,495,,074930345x,1997,Random House (UK),General,Soft Cover,English fiction,536,English,General
Greek political oratory,"Saunders, A. C. de C. M.",1,995,,140442235,,"Harmondsworth, Penguin, 1970.",General,Soft Cover,Literary Criticism,272,English,General
"Gavin Ewart, Zulfikar Ghose, B. S. Johnson","Ewart, Gavin",1,995,,140421815,?0.45 ($1.75 U.S.),"Harmondsworth, Eng. ; Penguin, 1975.",General,Soft Cover,poetry,159,English,General
What Katy Did Next,Susan Coolidge,1,195,,1853261505,1995,Wordsworth Editions Limited,General,Soft Cover,Juvenile Fiction,190,English,General
Rhinoceros,Eugène Ionesco,1,795,,9.78014E+12,2000,Penguin Books,General,Soft Cover,French drama,217,English,General
Mental fight,"Okri, Ben",1,250,,753810670,(pbk.),"London : Phoenix, 2000.",General,Soft Cover,poetry,63,English,General
Cloud 9,Caryl Churchill,1,360,,415901359,1984,Psychology Press,General,Soft Cover,Drama,111,English,General
The Complete Poems,John Milton,1,995,,140433635,1998,Penguin,General,Soft Cover,Literary Criticism,982,English,General
Wide Sargasso sea,"Rhys, Jean",1,350,,140183485,,"London : Penguin, 1988",General,Soft Cover,Fiction,155,English,General
The Metaphysical Poets,Helen Gardner,1,995,,014042038x,1985,Penguin,General,Soft Cover,poetry,309,English,General
The house of Bernarda Alba,"Federico García Lorca,Gwynne Edwards",1,795,,413724700,8/6/1998,Methuen,General,Soft Cover,Drama,141,English,General
The Red Pony,John Steinbeck,1,395,,553278363,12/1/1983,Bantam Books,General,Soft Cover,Fiction,120,English,General
Miss Julie,"August Strindberg,David Thomas,Jo Taylor",1,495,,413775828,5/4/2006,A&C Black,General,Soft Cover,Drama,53,English,General
The Ruba'iyat of Omar Khayyam,Omar Khayyam,1,795,,140443843,1981,Penguin,General,Soft Cover,Fiction,128,English,Second Top 
The Enchanted Castle,"E. Nesbit,H. Millar",1,150,,140367438,1994,Penguin UK,General,Soft Cover,Juvenile Fiction,291,English,General
"Collected poems, 1957-1987",Dom Moraes,1,395,,140103406,1987,Not Avail,General,Soft Cover,Fiction,167,English,General
The Poems of Catullus,"Gaius Valerius Catullus,Peter Whigham",1,495,,140441808,1/1/1966,University of Illinois Press,General,Soft Cover,poetry,246,English,General
The nun,Denis Diderot,1,350,,140443002,1974,Penguin Books,General,Soft Cover,Literature,188,English,Second Top 
"The Major Metaphysical Poets of the Seventeenth Century John Donne, George Herbert, Richard Crashaw, and Andrew Marvell",Edwin and Oscar Williams (eds). The Honig (Author),0,995,R15,67148482145,1969,washington square press,Rare,Soft Cover,poetry,875,English,Third Top 
East- West the Landscape Within,Icarus,1,450,,823913767,,Rosen,Rare,Soft Cover,Religion,,English,General
The wisdom of the overself,Paul Brunton,1,1995,,90477619,,Rider,General,Soft Cover,Religion,,English,General
The naked Ape,Desmond Morris,1,495,,,,corgi books,General,Soft Cover,Non fiction,,English,General
Hindu Scriptures,R. C. Zaehner,1,595,,,,Rupa,General,Soft Cover,Religion,,English,General
Hinduism An introduction,Dharam Vir Sinngh,1,395,,,,Surbhahi Prakash,General,Soft Cover,Religion,,English,General
American Veda,philip goldberg,1,995,,9.7808E+12,,,General,Soft Cover,religionn,,English,General
in tune with the infinite,ralph waldo trine,1,2595,,,,,General,Soft Cover,Spirituality,,English,General
A search in secret Egypt,Paul Brunton,1,995,,,,arrow,General,Soft Cover,Travel,,English,General
the secret lore of magic,idries shah,1,1595,,,,Abacus,General,Soft Cover,Philosophy,,English,General
The Power of Now a Guide to Spiritual Enlightment,Eckhart Tolle,1,595,,8190105914,Paperback; 2006,yogi impressions,General,Soft Cover,Spirituality,,English,General
"The Tao of Health, Sex and Longevity","Reid, Daniel G.",1,1995,,671655000,Paperback; 1989,Simon & Schuster,General,Soft Cover,Health,416,English,General
Guarding the Three Treasures,"Reid, Daniel G.",1,9995,,671711466,Paperback; 1993-08-01,Simon & Schuster Ltd,General,Soft Cover,Health,484,English,General
The Sage's Tao Te Ching,William Martin,1,395,,1569246114,2000,Da Capo Press,General,Soft Cover,"Body, Mind & Spirit",123,English,General
Won't You Join the Dance?,"Bhagwan Shree Rajneesh,Osho",1,2995,,880506768,1/1/1983,Osho International Foundation,General,Soft Cover,Religion,288,English,General
A Search in Secret India,Paul Brunton,1,995,,9.78184E+12,Paperback; 2003-03-01,Ebury Press,General,Soft Cover,Travel,320,English,General
Beyond Civilization,Daniel Quinn,1,1250,,609805363,11/1/2000,Three Rivers Press,General,Soft Cover,History,208,English,Second Top 
Providence,Daniel Quinn,1,1250,,553375490,5/1/1996,Bantam,General,Soft Cover,Biography & Autobiography,175,English,Second Top 
